"序號","分類","字母","單字","詞性","音標","中文解釋","來源"
"1246","英檢初級 GEPT Elementary","L","liter","名詞","[ˈlitər]","公升","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1247","英檢初級 GEPT Elementary","L","little","形容詞","[ˈlɪtəl]","小的；少量的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1248","英檢初級 GEPT Elementary","L","live","動詞","[lɪv]","生活；居住","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1249","英檢初級 GEPT Elementary","L","living room","名詞","[ˈlɪvɪŋ rum]","客廳","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1250","英檢初級 GEPT Elementary","L","loaf","名詞","[loʊf]","一條（麵包）","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1251","英檢初級 GEPT Elementary","L","local","形容詞","[ˈloʊkəl]","當地的；本地的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1252","英檢初級 GEPT Elementary","L","lock","動詞","[lɑk]","鎖；鎖住","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1253","英檢初級 GEPT Elementary","L","lonely","形容詞","[ˈloʊnli]","寂寞的；孤單的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1254","英檢初級 GEPT Elementary","L","long","形容詞","[lɔŋ]","長的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1255","英檢初級 GEPT Elementary","L","look","動詞","[lʊk]","看；看起來","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1256","英檢初級 GEPT Elementary","L","lose","動詞","[luz]","失去；輸掉","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1257","英檢初級 GEPT Elementary","L","loser","名詞","[ˈluzɚ]","失敗者；輸家","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1258","英檢初級 GEPT Elementary","L","loss","名詞","[lɔs]","損失；失敗","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1259","英檢初級 GEPT Elementary","L","lot","名詞","[lɑt]","許多；一塊地","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1260","英檢初級 GEPT Elementary","L","loud","形容詞","[laʊd]","大聲的；吵鬧的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1261","英檢初級 GEPT Elementary","L","love","名詞","[lʌv]","愛","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1262","英檢初級 GEPT Elementary","L","lovely","形容詞","[ˈlʌvli]","可愛的；美好的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1263","英檢初級 GEPT Elementary","L","lover","名詞","[ˈlʌvɚ]","愛人；情人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1264","英檢初級 GEPT Elementary","L","low","形容詞","[loʊ]","低的；矮的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1265","英檢初級 GEPT Elementary","L","luck","名詞","[lʌk]","運氣；幸運","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1266","英檢初級 GEPT Elementary","L","lucky","形容詞","[ˈlʌki]","幸運的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1267","英檢初級 GEPT Elementary","L","lunch","名詞","[lʌntʃ]","午餐","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1268","英檢初級 GEPT Elementary","M","ma’am","名詞","[mæm]","女士；夫人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1269","英檢初級 GEPT Elementary","M","machine","名詞","[məˈʃin]","機器","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1270","英檢初級 GEPT Elementary","M","mad","形容詞","[mæd]","生氣的；瘋狂的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1271","英檢初級 GEPT Elementary","M","magazine","名詞","[ˈmæɡəˌzin]","雜誌","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1272","英檢初級 GEPT Elementary","M","magic","名詞","[ˈmædʒɪk]","魔法；魔術","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1273","英檢初級 GEPT Elementary","M","magician","名詞","[məˈdʒɪʃən]","魔術師","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1274","英檢初級 GEPT Elementary","M","mail","名詞","[meɪl]","郵件","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1275","英檢初級 GEPT Elementary","M","mail carrier","名詞","[ˈmeɪl ˌkærɪər]","郵遞員","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1276","英檢初級 GEPT Elementary","M","main","形容詞","[meɪn]","主要的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1277","英檢初級 GEPT Elementary","M","maintain","動詞","[meɪnˈteɪn]","維持；保持","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1278","英檢初級 GEPT Elementary","M","major","名詞","[ˈmeɪdʒɚ]","主修科目；少校","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1279","英檢初級 GEPT Elementary","M","major","形容詞","[ˈmeɪdʒɚ]","主要的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1280","英檢初級 GEPT Elementary","M","make","動詞","[meɪk]","製作；使得","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1281","英檢初級 GEPT Elementary","M","male","形容詞","[meɪl]","男性的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1282","英檢初級 GEPT Elementary","M","mall","名詞","[mɔl]","購物中心","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1283","英檢初級 GEPT Elementary","M","man","名詞","[mæn]","男人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1284","英檢初級 GEPT Elementary","M","manager","名詞","[ˈmænɪdʒɚ]","經理","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1285","英檢初級 GEPT Elementary","M","Mandarin","名詞","[ˈmændərɪn]","國語","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1286","英檢初級 GEPT Elementary","M","mango","名詞","[ˈmæŋɡoʊ]","芒果","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1287","英檢初級 GEPT Elementary","M","manner","名詞","[ˈmænɚ]","方式；禮貌","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1288","英檢初級 GEPT Elementary","M","many","形容詞","[ˈmɛni]","許多的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1289","英檢初級 GEPT Elementary","M","map","名詞","[mæp]","地圖","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1290","英檢初級 GEPT Elementary","M","March","名詞","[mɑrtʃ]","三月","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1291","英檢初級 GEPT Elementary","M","mark","名詞","[mɑrk]","記號；分數","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1292","英檢初級 GEPT Elementary","M","mark","動詞","[mɑrk]","做記號；標記","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1293","英檢初級 GEPT Elementary","M","marker","名詞","[ˈmɑrkɚ]","麥克筆；記號筆","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1294","英檢初級 GEPT Elementary","M","market","名詞","[ˈmɑrkɪt]","市場；集市","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1295","英檢初級 GEPT Elementary","M","marriage","名詞","[ˈmærɪdʒ]","婚姻","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1296","英檢初級 GEPT Elementary","M","marry","動詞","[ˈmæri]","結婚","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1297","英檢初級 GEPT Elementary","M","marvelous","形容詞","[ˈmɑrvələs]","了不起的；非凡的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1298","英檢初級 GEPT Elementary","M","mask","名詞","[mæsk]","面具；口罩","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1299","英檢初級 GEPT Elementary","M","mass","名詞","[mæs]","大量；群眾","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1300","英檢初級 GEPT Elementary","M","master","名詞","[ˈmæstɚ]","大師；主人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1301","英檢初級 GEPT Elementary","M","mat","名詞","[mæt]","地墊；墊子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1302","英檢初級 GEPT Elementary","M","match","名詞","[mætʃ]","比賽；火柴","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1303","英檢初級 GEPT Elementary","M","match","動詞","[mætʃ]","匹配；相稱","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1304","英檢初級 GEPT Elementary","M","material","名詞","[məˈtɪriəl]","材料；物質","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1305","英檢初級 GEPT Elementary","M","math","名詞","[mæθ]","數學","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1306","英檢初級 GEPT Elementary","M","matter","動詞","[ˈmætɚ]","重要；有關係","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1307","英檢初級 GEPT Elementary","M","matter","名詞","[ˈmætɚ]","事情；問題","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1308","英檢初級 GEPT Elementary","M","maximum","形容詞","[ˈmæksəməm]","最大的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1309","英檢初級 GEPT Elementary","M","May","名詞","[me]","五月","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1310","英檢初級 GEPT Elementary","M","may","助動詞","[me]","可能；可以","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1311","英檢初級 GEPT Elementary","M","maybe","副詞","[ˈmeɪbi]","可能；也許","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1312","英檢初級 GEPT Elementary","M","me","代詞","[mi]","我","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1313","英檢初級 GEPT Elementary","M","meal","名詞","[mil]","餐；飯","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1314","英檢初級 GEPT Elementary","M","mean","動詞","[min]","意思是；意圖","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1315","英檢初級 GEPT Elementary","M","meaning","名詞","[ˈminɪŋ]","意義；意思","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1316","英檢初級 GEPT Elementary","M","means","名詞","[minz]","方法；手段","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1317","英檢初級 GEPT Elementary","M","measure","名詞","[ˈmɛʒɚ]","測量；措施","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1318","英檢初級 GEPT Elementary","M","measure","動詞","[ˈmɛʒɚ]","測量；計量","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1319","英檢初級 GEPT Elementary","M","meat","名詞","[mit]","肉","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1320","英檢初級 GEPT Elementary","M","mechanic","名詞","[məˈkænɪk]","技工；機械師","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1321","英檢初級 GEPT Elementary","M","medicine","名詞","[ˈmɛdɪsən]","藥；醫學","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1322","英檢初級 GEPT Elementary","M","medium","名詞","[ˈmidiəm]","中間；媒介","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1323","英檢初級 GEPT Elementary","M","medium","形容詞","[ˈmidiəm]","中等的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1324","英檢初級 GEPT Elementary","M","meet","動詞","[mit]","見面；遇見","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1325","英檢初級 GEPT Elementary","M","meeting","名詞","[ˈmitɪŋ]","會議；集會","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1326","英檢初級 GEPT Elementary","M","melon","名詞","[ˈmɛlən]","瓜；甜瓜","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1327","英檢初級 GEPT Elementary","M","member","名詞","[ˈmɛmbɚ]","成員；會員","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1328","英檢初級 GEPT Elementary","M","memory","名詞","[ˈmɛməri]","記憶","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1329","英檢初級 GEPT Elementary","M","men’s room","名詞","[mɛnz rum]","男洗手間","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1330","英檢初級 GEPT Elementary","M","menu","名詞","[ˈmɛnju]","菜單","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1331","英檢初級 GEPT Elementary","M","message","名詞","[ˈmɛsɪdʒ]","訊息；消息","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1332","英檢初級 GEPT Elementary","M","metal","名詞","[ˈmɛtl]","金屬","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1333","英檢初級 GEPT Elementary","M","meter","名詞","[ˈmitɚ]","米；測量器","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1334","英檢初級 GEPT Elementary","M","method","名詞","[ˈmɛθəd]","方法；方式","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1335","英檢初級 GEPT Elementary","M","microwave","名詞","[ˈmaɪkrəˌweɪv]","微波爐","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1336","英檢初級 GEPT Elementary","M","middle","名詞","[ˈmɪdl]","中間；中央","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1337","英檢初級 GEPT Elementary","M","midnight","名詞","[ˈmɪdˌnaɪt]","午夜；子夜","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1338","英檢初級 GEPT Elementary","M","might","情態動詞","[maɪt]","或許；可能","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1339","英檢初級 GEPT Elementary","M","mile","名詞","[maɪl]","英里","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1340","英檢初級 GEPT Elementary","M","military","形容詞","[ˈmɪləˌtɛri]","軍事的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1341","英檢初級 GEPT Elementary","M","milk","名詞","[mɪlk]","牛奶","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1342","英檢初級 GEPT Elementary","M","million","數詞","[ˈmɪljən]","百萬","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1343","英檢初級 GEPT Elementary","M","mind","名詞","[maɪnd]","心智；頭腦","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1344","英檢初級 GEPT Elementary","M","mind","動詞","[maɪnd]","注意；介意","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1345","英檢初級 GEPT Elementary","M","minor","形容詞","[ˈmaɪnɚ]","未成年的；較小","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1346","英檢初級 GEPT Elementary","M","minor","動詞","[ˈmaɪnɚ]","漸弱；減少","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1347","英檢初級 GEPT Elementary","M","minor","名詞","[ˈmaɪnɚ]","未成年人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1348","英檢初級 GEPT Elementary","M","minus","介系詞","[ˈmaɪnəs]","減去","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1349","英檢初級 GEPT Elementary","M","minute","名詞","[ˈmɪnɪt]","分鐘；片刻","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1350","英檢初級 GEPT Elementary","M","mirror","名詞","[ˈmɪrɚ]","鏡子；反映","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1351","英檢初級 GEPT Elementary","M","Miss","名詞","[mɪs]","小姐；女士","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1352","英檢初級 GEPT Elementary","M","miss","動詞","[mɪs]","錯過；想念","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1353","英檢初級 GEPT Elementary","M","missing","形容詞","[ˈmɪsɪŋ]","失蹤的；遺失的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1354","英檢初級 GEPT Elementary","M","mistake","名詞","[mɪˈsteɪk]","錯誤；失誤","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1355","英檢初級 GEPT Elementary","M","mix","動詞","[mɪks]","混合；攪拌","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1356","英檢初級 GEPT Elementary","M","model","名詞","[ˈmɑdl]","模型；樣品","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1357","英檢初級 GEPT Elementary","M","modern","形容詞","[ˈmɑdɚn]","現代的；時髦的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1358","英檢初級 GEPT Elementary","M","moment","名詞","[ˈmoʊmənt]","瞬間；片刻","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1359","英檢初級 GEPT Elementary","M","Monday","名詞","[ˈmʌn.deɪ]","星期一","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1360","英檢初級 GEPT Elementary","M","money","名詞","[ˈmʌn.i]","錢","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1361","英檢初級 GEPT Elementary","M","monkey","名詞","[ˈmʌŋ.ki]","猴子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1362","英檢初級 GEPT Elementary","M","monster","名詞","[ˈmɒn.stər]","怪物","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1363","英檢初級 GEPT Elementary","M","month","名詞","[mʌnθ]","月份","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1364","英檢初級 GEPT Elementary","M","monthly","形容詞","[ˈmʌnθ.li]","每月的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1365","英檢初級 GEPT Elementary","M","monthly","副詞","[ˈmʌnθ.li]","每月的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1366","英檢初級 GEPT Elementary","M","moon","名詞","[muːn]","月亮","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1367","英檢初級 GEPT Elementary","M","mop","名詞","[mɒp]","拖把","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1368","英檢初級 GEPT Elementary","M","more","形容詞","[mɔːr]","更多","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1369","英檢初級 GEPT Elementary","M","morning","名詞","[ˈmɔːr.nɪŋ]","早上","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1370","英檢初級 GEPT Elementary","M","mosquito","名詞","[məˈskiː.təʊ]","蚊子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1371","英檢初級 GEPT Elementary","M","most","形容詞","[məʊst]","大多數的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1372","英檢初級 GEPT Elementary","M","mother","名詞","[ˈmʌðər]","母親，媽媽","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1373","英檢初級 GEPT Elementary","M","Mother’s Day","名詞","[ˈmʌðərz deɪ]","母親節","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1374","英檢初級 GEPT Elementary","M","motion","動詞","[ˈmoʊʃən]","移動，提議","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1375","英檢初級 GEPT Elementary","M","motion","名詞","[ˈmoʊʃən]","運動，動作","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1376","英檢初級 GEPT Elementary","M","motorcycle","名詞","[ˈmoʊtərˌsaɪkəl]","摩托車","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1377","英檢初級 GEPT Elementary","M","mountain","名詞","[ˈmaʊntən]","山，山脈","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1378","英檢初級 GEPT Elementary","M","mouse","名詞","[maʊs]","老鼠","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1379","英檢初級 GEPT Elementary","M","mouth","名詞","[maʊθ]","嘴巴","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1380","英檢初級 GEPT Elementary","M","move","動詞","[muv]","移動，搬遷","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1381","英檢初級 GEPT Elementary","M","movement","名詞","[ˈmuvmənt]","運動，活動","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1382","英檢初級 GEPT Elementary","M","movie","名詞","[ˈmuvi]","電影","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1383","英檢初級 GEPT Elementary","M","Mr.","名詞","[ˈmɪstər]","先生","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1384","英檢初級 GEPT Elementary","M","Mrs.","名詞","[ˈmɪsɪz]","太太，夫人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1385","英檢初級 GEPT Elementary","M","MRT","名詞","[ˌɛm ɑr ˈti]","捷運","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1386","英檢初級 GEPT Elementary","M","Ms.","名詞","[ˈmɪzɪz]","女士","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1387","英檢初級 GEPT Elementary","M","much","代詞","[mʌtʃ]","很多，許多","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1388","英檢初級 GEPT Elementary","M","mud","名詞","[mʌd]","泥土","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1389","英檢初級 GEPT Elementary","M","museum","名詞","[mjuˈziəm]","博物館","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1390","英檢初級 GEPT Elementary","M","music","名詞","[ˈmjuzɪk]","音樂","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1391","英檢初級 GEPT Elementary","M","musician","名詞","[mjuˈzɪʃən]","音樂家","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1392","英檢初級 GEPT Elementary","M","must","助動詞","[mʌst]","必須，一定","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1393","英檢初級 GEPT Elementary","M","my","代詞","[maɪ]","我的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1394","英檢初級 GEPT Elementary","M","myself","代詞","[maɪˈsɛlf]","我自己","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1395","英檢初級 GEPT Elementary","N","nail","名詞","[neɪl]","釘子，指甲","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1396","英檢初級 GEPT Elementary","N","name","名詞","[neɪm]","名字","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1397","英檢初級 GEPT Elementary","N","napkin","名詞","[ˈnæp.kɪn]","餐巾","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1398","英檢初級 GEPT Elementary","N","narrow","形容詞","[ˈnæroʊ]","狹窄的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1399","英檢初級 GEPT Elementary","N","nation","名詞","[ˈneɪʃən]","國家","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1400","英檢初級 GEPT Elementary","N","national","形容詞","[ˈnæʃənl]","國家的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1401","英檢初級 GEPT Elementary","N","natural","形容詞","[ˈnætʃərəl]","自然的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1402","英檢初級 GEPT Elementary","N","nature","名詞","[ˈneɪtʃər]","自然，性質","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1403","英檢初級 GEPT Elementary","N","naughty","形容詞","[ˈnɔː.ti]","調皮的，淘氣的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1404","英檢初級 GEPT Elementary","N","near","形容詞","[nɪr]","靠近的，附近的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1405","英檢初級 GEPT Elementary","N","nearly","副詞","[ˈnɪrli]","幾乎，差不多","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1406","英檢初級 GEPT Elementary","N","necessary","形容詞","[ˈnɛsəˌsɛri]","必要的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1407","英檢初級 GEPT Elementary","N","neck","名詞","[nɛk]","頸部","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1408","英檢初級 GEPT Elementary","N","necklace","名詞","[ˈnɛklɪs]","項鍊","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1409","英檢初級 GEPT Elementary","N","need","動詞","[nid]","需要","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1410","英檢初級 GEPT Elementary","N","needle","名詞","[ˈnidl]","針，指針","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1411","英檢初級 GEPT Elementary","N","negative","形容詞","[ˈnɛgətɪv]","否定的，負面的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1412","英檢初級 GEPT Elementary","N","neighbor","名詞","[ˈneɪbər]","鄰居","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1413","英檢初級 GEPT Elementary","N","neither","連接詞","[ˈniðər]","兩者都不","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1414","英檢初級 GEPT Elementary","N","nephew","名詞","[ˈnɛfju]","侄子","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1415","英檢初級 GEPT Elementary","N","nervous","形容詞","[ˈnɜrvəs]","緊張的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1416","英檢初級 GEPT Elementary","N","nest","名詞","[nɛst]","巢穴","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1417","英檢初級 GEPT Elementary","N","never","副詞","[ˈnɛvər]","從未，永不","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1418","英檢初級 GEPT Elementary","N","new","形容詞","[nu]","新的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1419","英檢初級 GEPT Elementary","N","New Year’s Day","名詞","[nju jɪrz deɪ]","元旦","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1420","英檢初級 GEPT Elementary","N","New Year’s Eve","名詞","[nju jɪrz iv]","除夕","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1421","英檢初級 GEPT Elementary","N","news","名詞","[nuz]","新聞","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1422","英檢初級 GEPT Elementary","N","newspaper","名詞","[ˈnuzˌpepər]","報紙","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1423","英檢初級 GEPT Elementary","N","next","形容詞","[nɛkst]","下一個，接下來的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1424","英檢初級 GEPT Elementary","N","nice","形容詞","[naɪs]","好的，友好的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1425","英檢初級 GEPT Elementary","N","nice-looking","形容詞","[naɪsˈlʊkɪŋ]","看起來漂亮的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1426","英檢初級 GEPT Elementary","N","niece","名詞","[niːs]","侄女","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1427","英檢初級 GEPT Elementary","N","night","名詞","[naɪt]","晚上","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1428","英檢初級 GEPT Elementary","N","nine","數詞","[naɪn]","九","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1429","英檢初級 GEPT Elementary","N","nineteen","數詞","[ˌnaɪnˈtin]","十九","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1430","英檢初級 GEPT Elementary","N","ninety","數詞","[ˈnaɪnti]","九十","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1431","英檢初級 GEPT Elementary","N","nobody","代词","[ˈnoʊˌbɑdi]","沒有人","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1432","英檢初級 GEPT Elementary","N","nod","動詞","[nɒd]","點頭","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1433","英檢初級 GEPT Elementary","N","noise","名詞","[nɔɪz]","噪音","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
"1434","英檢初級 GEPT Elementary","N","noisy","形容詞","[ˈnɔɪzi]","嘈雜的","https://boroenglish.com/gept-vocabulary-elementary-a-z/"
